id,text,title,venue,year,doi,authors
10.1109/ccgrid49817.2020.00-70,"Energy efficiency and performance modeling of stencil applications on manycore and GPU computing resources.. One of the most critical application areas for many operational High-Performance Computing systems worldwide is a numerical weather prediction. Such complex predictions and corresponding computing models have to solve a large number of Partial Differential Equations using stencil computations on structured grids within tight production schedules. A stencil kernel within simulations is often the most demanding computing part and naturally may impact the energy consumption of the whole HPC system. In this paper, we introduce new functional extensions developed for DCworms and GSSIM simulators to predict the energy efficiency of extreme-scale stencil applications on heterogeneous computing resources, in particular consisting of a large number of many-core and GPUs. New energy-efficiency metrics for modeling of heterogeneous computing resources have been successfully added to the simulators thanks to their pluggable and extensible architectures. Our recent improvements related to application-specific performance models in simulators help users to take into account many relevant application parameters, in particular, those related to detailed energy consumption on heterogeneous HPC resources. We show in this paper how to extract stencil application-specific parameters based on real experiments. Moreover, we demonstrate how those parameters can be applied for modeling and simulation experiments to evaluate the overall performance and energy consumption of stencil computations on manycore CPUs and GPUs. Finally, we discuss new DCworms simulator capabilities and demonstrate added-values of performance analysis tools",Energy efficiency and performance modeling of stencil applications on manycore and GPU computing resources.,CCGRID,2020,10.1109/ccgrid49817.2020.00-70,Krzysztof Kurowski (Poznan Supercomputing and Networking Center); Miłosz Ciżnicki (Poznan Supercomputing and Networking Center); Jan Węglarz (Poznań University of Technology)
10.1109/ccgrid49817.2020.00-69,"Checkpoint Restart Support for Heterogeneous HPC Applications.. As we approach the era of exa-scale computing, fault tolerance is of growing importance. The increasing number of cores as well as the increased complexity of modern heterogenous systems result in substantial decrease of the expected mean time between failures. Among the different fault tolerance techniques, checkpoint/restart is vastly adopted in supercomputing systems. Although many supercomputers in the TOP 500 list use GPUs, only a few checkpoint restart mechanism support GPUs.In this paper, we extend an application level checkpoint library, called fault tolerance interface (FTI), to support multi-node/multi-GPU checkpoints. In contrast to previous work, our library includes a memory manager, which upon a checkpoint invocation tracks the actual location of the data to be stored and handles the data accordingly. We analyze the overhead of the checkpoint/restart procedure and we present a series of optimization steps to massively decrease the checkpoint and recovery time of our implementation. To further reduce the checkpoint time we present a differential checkpoint approach which writes only the updated data to the checkpoint file. Our approach is evaluated and, in the best case scenario, the execution time of a normal checkpoint is reduced by 15x in contrast with a non-optimized version, in the case of differential checkpoint the overhead can drop to 2.6% when checkpointing every 30s",Checkpoint Restart Support for Heterogeneous HPC Applications.,CCGRID,2020,10.1109/ccgrid49817.2020.00-69,Konstantinos Parasyris (Universitat Politècnica de Catalunya; Barcelona Supercomputing Center); Kai Keller (Universitat Politècnica de Catalunya; Barcelona Supercomputing Center); Leonardo Bautista-Gomez (Universitat Politècnica de Catalunya; Barcelona Supercomputing Center); Osman Ünsal (Barcelona Supercomputing Center; Universitat Politècnica de Catalunya)
10.1109/ccgrid49817.2020.00-68,"Marabunta: Continuous Distributed Processing of Skewed Streams.. Current stream processing systems (SPSs) suffer from the imbalanced load and limited parallelism due to skewed data distributions and imbalanced computational resources. We observed that the cause of these problems is current SPSs partition their workloads statically. To address this problem, we design a distributed stream processing system, Marabunta, for skewed stream processing. Marabunta performs dynamic scaling and load balancing automatically at runtime. Large partitions in a skewed data distribution can be processed in parallel or migrated to idle machines to achieve load balancing. Moreover, Marabunta uses a new execution model to accelerate the execution by increases the parallelism and the computational resources utilization. We implemented Marabunta in C++ and optimized it for modern hardware. Our evaluations on typical streaming workloads show that Marabunta achieves higher throughputs and better elasticity with both uniform and skewed datasets compared to the state-of-the-art SPSs, e.g., Flink and Heron",Marabunta: Continuous Distributed Processing of Skewed Streams.,CCGRID,2020,10.1109/ccgrid49817.2020.00-68,Bing Li; Zhibin Zhang; Tianqi Zheng; Qiaoling Zhong; Qun Huang; Xueqi Cheng
10.1109/ccgrid49817.2020.00-67,"Alleviating Load Imbalance in Data Processing for Large-Scale Deep Learning.. Scalable deep learning remains an onerous challenge, as it is constrained by many factors, including those related to load imbalance. For many deep-learning software systems, multiple data-processing components—including neural network training, graph scheduling, input pipeline, and gradient synchronization—execute simultaneously and asynchronously. Such execution can cause the various data-processing components to contend with one another for the hardware resources, leading to severe load imbalance and, in turn, degraded scalability. In this paper, we present an in-depth analysis of state-of-the-art deep-learning software, TensorFlow and Horovod, to understand their scalability limitations. Based on this analysis, we propose four novel solutions that minimize resource contention and improve deep-learning performance by up to 35% for training various neural networks on 24,576 GPUs of the Summit supercomputer at Oak Ridge National Laboratory",Alleviating Load Imbalance in Data Processing for Large-Scale Deep Learning.,CCGRID,2020,10.1109/ccgrid49817.2020.00-67,Sarunya Pumma (Virginia Tech); Daniele Buono (IBM (United States)); Fabio Checconi (IBM (United States)); Xinyu Que (IBM (United States)); Wu-chun Feng (Virginia Tech)
10.1109/ccgrid49817.2020.00-66,"MARBLE: A Multi-GPU Aware Job Scheduler for Deep Learning on HPC Systems.. Deep learning (DL) has become a key tool for solving complex scientific problems. However, managing the multi-dimensional large-scale data associated with DL, especially atop extant multiple graphics processing units (GPUs) in modern supercomputers poses significant challenges. Moreover, the latest high-performance computing (HPC) architectures bring different performance trends in training throughput compared to the existing studies. Existing DL optimizations such as larger batch size and GPU locality-aware scheduling have little effect on improving DL training throughput performance due to fast CPU-to-GPU connections. Additionally, DL training on multiple GPUs scales sublinearly. Thus, simply adding more GPUs to a system is ineffective. To this end, we design MARBLE, a first-of-its-kind job scheduler, which considers the non-linear scalability of GPUs at the intra-node level to schedule an appropriate number of GPUs per node for a job. By sharing the GPU resources on a node with multiple DL jobs, MARBLE avoids low GPU utilization in current multi-GPU DL training on HPC systems. Our comprehensive evaluation in the Summit supercomputer shows that MARBLE is able to improve DL training performance by up to 48.3% compared to the popular Platform Load Sharing Facility (LSF) scheduler. Compared to the state-of-the-art of DL scheduler, Optimus, MARBLE reduces the job completion time by up to 47%",MARBLE: A Multi-GPU Aware Job Scheduler for Deep Learning on HPC Systems.,CCGRID,2020,10.1109/ccgrid49817.2020.00-66,Jingoo Han (Virginia Tech); M. Mustafa Rafique (Rochester Institute of Technology); Ling Xu; Ali R. Butt (Virginia Tech); Seung–Hwan Lim (Oak Ridge National Laboratory); Sudharshan S. Vazhkudai (Oak Ridge National Laboratory)
10.1109/ccgrid49817.2020.00-65,"A NSGA-II-based Approach for Multi-objective Micro-service Allocation in Container-based Clouds.. Micro-services is a widely adopted architecture to develop large scale web applications. To provide a scalable and low-overhead resource service to micro-service applications, the new container-based clouds are proposed. The new clouds use both containers and VMs to manage resources to achieve a low-overhead, high-utilization data center. However, existing resource allocation approaches either do not consider the dependencies between containers or can only be applied in OS-level container clouds which allocate containers directly to physical machines. To address the multi-objective optimization problem, this work proposes a multi-objective NSGA-II to optimize the availability of applications and the energy consumption requirement of container-based clouds. Our goal is to provide solutions with different tradeoffs between two objectives for cloud providers to choose from. We evaluate the algorithm with a wide range of scenarios by simulation and compare with state-of-the-art algorithms. The results show that our approach significantly outperforms other approaches",A NSGA-II-based Approach for Multi-objective Micro-service Allocation in Container-based Clouds.,CCGRID,2020,10.1109/ccgrid49817.2020.00-65,Boxiong Tan; Hui Ma; Yi Mei
10.1109/ccgrid49817.2020.00-64,"Enhancing microservices architectures using data-driven service discovery and QoS guarantees.. Microservices promise the benefits of services with an efficient granularity using dynamically allocated resources. In the current evolving architectures, data producers and consumers are created as decoupled components that support different data objects and quality of service. Actual implementations of service meshes lack support for data-driven paradigms, and focus on goal-based approaches designed to fulfill the general system goal. This diversity of available components demands the integration of users requirements and data products into the discovery mechanism. This paper proposes a data-driven service discovery framework based on profile matching using data-centric service descriptions. We have designed and evaluated a microservices architecture for providing service meshes with a standalone set of components that manages data profiles and resources allocations over multiple geographical zones. Moreover, we demonstrated an adaptation scheme to provide quality of service guarantees. Evaluation of the implementation on a real life testbed shows effectiveness of this approach with stable and fluctuating request incoming rates",Enhancing microservices architectures using data-driven service discovery and QoS guarantees.,CCGRID,2020,10.1109/ccgrid49817.2020.00-64,"Zeina Houmani (École Normale Supérieure de Lyon; Institut national de recherche en informatique et en automatique; Université Claude Bernard Lyon 1; Centre National de la Recherche Scientifique); Daniel Balouek‐Thomert (Rutgers, The State University of New Jersey); Eddy Caron (École Normale Supérieure de Lyon; Institut national de recherche en informatique et en automatique; Université Claude Bernard Lyon 1; Centre National de la Recherche Scientifique); Manish Parashar (Rutgers, The State University of New Jersey)"
10.1109/ccgrid49817.2020.00-63,"FlexGPU: A Flexible and Efficient Scheduler for GPU Sharing Systems.. The graphics processing unit (GPU) is extensively used in diverse domains, such as finance, machine learning, and image processing. The GPU can be underutilized as multiple applications may not share the same GPU concurrently owing to a memory oversubscription issue. For example, when applications that require fewer computational resources but a larger GPU memory are running instantaneously, the GPU memory may be insufficient; consequently, the number of GPU applications running simultaneously is restricted, decreasing GPU utilization. Further, it can even stop the execution of applications that are running on the GPU. To this end, we propose FlexGPU, which schedules the kernels of the GPU applications that run on the same GPU according to their features. This framework 1) schedules the kernel at the launching time according to its features to improve GPU utilization and 2) temporarily checkpoints and restores non-dependent content in the GPU memory to/from the host memory, which avoids oversubscription of the GPU when out-of-memory failure occurs and allows more kernels to run concurrently on the GPU. The experimental results show that compared to existing methods, our approach demonstrates a 7 times improvement in performance in terms of execution time and enables a 2.5 times increase in the concurrent execution of applications",FlexGPU: A Flexible and Efficient Scheduler for GPU Sharing Systems.,CCGRID,2020,10.1109/ccgrid49817.2020.00-63,Qichen Chen; Hyojeong Lee; Heon Y. Yeom; Yongseok Son (Chung-Ang University)
10.1109/ccgrid49817.2020.00-62,"Multi-resource Low-latency Cluster Scheduling without Execution Time Estimation.. Cluster scheduling based on the prior estimation of job execution time is vulnerable to inaccurate estimates. To avoid performance degradation due to this misestimation, recent studies have proposed cluster schedulers that do not rely on prior estimation. However, they do not assume tasks with multitype heterogeneous computing resource demands, resulting in high job latency in real environments. Unfortunately, the optimal scheduling of such tasks is inherently difficult. In this paper, we present a cluster scheduler that heuristically handles multi-type heterogeneous resource demands without prior estimation. To reduce job latency, especially that of short jobs, our scheduler employs two techniques: (1) distributing tasks to nodes based on the similarity between resource demands and availability to simultaneously run as many tasks as possible, and (2) finding a suitable set of tasks for preemption in a node to minimize the number of task preemptions. Experimental evaluations using a real cluster and practical workloads confirm that our scheduler reduced the 90th percentile of slowdown rates by 6.4% and the 99th percentile by 29% compared to a naive extension of Kairos, an existing non-estimation-based scheduler. The experimental results also demonstrate that our scheduler is more effective when workloads have higher heterogeneity in resource demands",Multi-resource Low-latency Cluster Scheduling without Execution Time Estimation.,CCGRID,2020,10.1109/ccgrid49817.2020.00-62,Hidehito Yabuuchi (The University of Tokyo); Takahiro Shinagawa (The University of Tokyo)
10.1109/ccgrid49817.2020.00-61,"Salamander: a Holistic Scheduling of MapReduce Jobs on Ephemeral Cloud Resources.. Most cloud data centers are over-provisioned and underutilized, primarily to handle peak loads and sudden failures. This has motivated many researchers to reclaim the unused resources, which are by nature ephemeral, to run data-intensive applications at a lower cost. Hadoop MapReduce is one of those applications. However, it was designed on the assumption that resources are available as long as users pay for the service. In order to make it possible for Hadoop to run on unused (ephemeral) resources, we have designed a heterogeneity and volatility-aware holistic scheduler consisting of three different components: (1) A MapReduce task and job scheduler that relies on a global vision of resource utilization predictions, (2) a scheduler-based data placement strategy that improves the data locality, and (3) a reactive QoS controller that ensures customers’ service-level agreement (SLA) and minimizes interference between co-located workloads. Our framework makes it possible to take advantage of ephemeral resources efficiently. Indeed, for a given set of jobs, it reduces the overall execution time by up to 47.6% and an average of 18.7% as compared to state-of-the-art strategies",Salamander: a Holistic Scheduling of MapReduce Jobs on Ephemeral Cloud Resources.,CCGRID,2020,10.1109/ccgrid49817.2020.00-61,Mohamed Handaoui; Jean-Emile Dartois; Laurent Lemarchand; Jalil Boukhobza
10.1109/ccgrid49817.2020.00-60,"Performance Evaluation of Security-Aware List Scheduling Algorithms in IaaS Cloud.. Efficient workflow scheduling algorithms are crucial for attaining high performance in large-scale heterogeneous distributed infrastructures, such as cloud computing. List scheduling algorithms are one of the most efficient heuristic methods for assigning task graphs to fully connected heterogeneous systems. However, most existing list-based scheduling algorithms do not consider the applications’ security requirements and the security services offered by cloud providers. In this paper, we extend four list scheduling algorithms for security-aware workflow scheduling in the IaaS cloud. The idea of the extension is to consider the security overheads in both tasks prioritizing phase and virtual machine selection phase of the four original algorithms. Based on real-world applications, we evaluate the performance of the proposed algorithms in terms of scheduling length, speedup and efficiency",Performance Evaluation of Security-Aware List Scheduling Algorithms in IaaS Cloud.,CCGRID,2020,10.1109/ccgrid49817.2020.00-60,Hamza Djigal (Hohai University); Jun Feng (Hohai University); Jiamin Lu (Hohai University)
10.1109/ccgrid49817.2020.00-59,"Predictable Efficiency for Reconfiguration of Service-Oriented Systems with Concerto.. Dynamic reconfiguration of distributed software systems is nowadays gaining interest because of the emergence of dynamic IoT and smart applications as well as large scale dynamic infrastructures (e.g., Fog and Edge computing). When quality of service and experience is of prime importance, efficient reconfiguration is necessary, as well as performance predictability to decide when a reconfiguration should occur. This paper tackles the problem of efficient execution of a reconfiguration plan and its predictability with Concerto, a reconfiguration model supporting a high level of parallelism. Evaluation performed on synthetic cases and on two real production scenarios show that Concerto provides better performance than state-of- the-art systems with accurate time estimation",Predictable Efficiency for Reconfiguration of Service-Oriented Systems with Concerto.,CCGRID,2020,10.1109/ccgrid49817.2020.00-59,Maverick Chardet (IMT Atlantique; Laboratoire des Sciences du Numérique de Nantes); Hélène Coullon (IMT Atlantique; Laboratoire des Sciences du Numérique de Nantes); Christian Pérez (École Normale Supérieure de Lyon; Université Claude Bernard Lyon 1; Centre National de la Recherche Scientifique)
10.1109/ccgrid49817.2020.00-58,"CSR2: A New Format for SIMD-accelerated SpMV.. SpMV (Sparse matrix-vector multiplication) has attracted the attention of researchers in related fields at home and abroad. Of course, improving SpMV performance has also been a research hot spot for researchers in related fields. In this paper, we propose a new sparse matrix storage format CSR2 (Compressed Sparse Row 2) suitable for SIMD (Single Instruction Multiple Data)-accelerated SpMV. First, the format operation of CSR2 is easy to implement and has a low overhead of conversion. Second, CSR2 is a new single format and suitable for use on processor platforms with SIMD vectorization. We compare the SpMV algorithm based on CSR21 with the one based on the current most advanced single format CSR5 (Compressed Sparse Row 5) on two mainstream high-performance processors: Intel Core i7-7700HQ CPU and Intel Xeon CPU E5-2670 v3. We choose 10 sets of regular matrices and 3 sets of irregular matrices to be used as benchmark suit. Experiments show that for the 13 sets of regular and irregular matrices in the benchmark suite, CSR2 has an average performance improvement of more than 50% compared to CSR5 (up to 125% on Intel Core i77700HQ CPU and 303% on Intel Xeon CPU E5-2670 v3). For applications with multiple iterations, in reality, using our CSR2 can bring low-overhead format conversion and high-throughput computing performance",CSR2: A New Format for SIMD-accelerated SpMV.,CCGRID,2020,10.1109/ccgrid49817.2020.00-58,Haodong Bian (Qinghai University); Jianqiang Huang (Qinghai University); Runting Dong (Qinghai University); Lingbin Liu (Qinghai University); Xiaoying Wang (Qinghai University)
10.1109/ccgrid49817.2020.00-57,"Trua: Efficient Task Replication for Flexible User-defined Availability in Scientific Grids.. Failure is inevitable in scientific computing. As scientific applications and facilities increase their scales over the last decades, finding the root cause of a failure can be very complex or at times nearly impossible. Different scientific computing customers have varying availability demands as well as a diverse willingness to pay for availability. In contrast to existing solutions that try to provide higher and higher availability in scientific grids, we propose a model called Task Replication for Userdefined Availability (Trua). Trua provides flexible, user-defined, availability in scientific grids, allowing customers to express their desire for availability to computational providers. Trua differs from existing task replication approaches in two folds. First, it relies on the historic failure information collected from the virtual layer of the scientific grids. The reliability model for the failures can be represented with a bimodal Johnson distribution which is different from any existing distributions. Second, it adopts an anomaly detector to filter out anomalous failures; it additionally adopts novel selection algorithms to mitigate the effects of temporary and spatial correlations of the failures without knowing the root cause of the failures. We apply the Trua on real-world traces collected from the Open Science Grid (OSG). Our results show that the Trua can successfully meet user-defined availability demands",Trua: Efficient Task Replication for Flexible User-defined Availability in Scientific Grids.,CCGRID,2020,10.1109/ccgrid49817.2020.00-57,Zhe Zhang (University of Nebraska–Lincoln); Brian Bockelman (Morgridge Institute for Research); Derek Weitzel (University of Nebraska–Lincoln); Xinkai Zhang (University of Nebraska–Lincoln); Hamid Vakilzadian (University of Nebraska–Lincoln); David Swanson (University of Nebraska–Lincoln)
10.1109/ccgrid49817.2020.00-56,"In Datacenter Performance, The Only Constant Is Change.. All computing infrastructure suffers from performance variability, be it bare-metal or virtualized. This phenomenon originates from many sources: some transient, such as noisy neighbors, and others more permanent but sudden, such as changes or wear in hardware, changes in the underlying hypervisor stack, or even undocumented interactions between the policies of the computing resource provider and the active workloads. Thus, performance measurements obtained on clouds, HPC facilities, and, more generally, datacenter environments are almost guaranteed to exhibit performance regimes that evolve over time, which leads to undesirable nonstationarities in application performance. In this paper, we present our analysis of performance of the bare-metal hardware available on the CloudLab testbed where we focus on quantifying the evolving performance regimes using changepoint detection. We describe our findings, backed by a dataset with nearly 6.9M benchmark results collected from over 1600 machines over a period of 2 years and 9 months. These findings yield a comprehensive characterization of real-world performance variability patterns in one computing facility, a methodology for studying such patterns on other infrastructures, and contribute to a better understanding of performance variability in general","In Datacenter Performance, The Only Constant Is Change.",CCGRID,2020,10.1109/ccgrid49817.2020.00-56,Dmitry Duplyakin (University of Utah); Alexandru Uta (Vrije Universiteit Amsterdam); Aleksander Maricq (University of Utah); Robert Ricci (University of Utah)
10.1109/ccgrid49817.2020.00-55,"Performance Comparison of Terraform and Cloudify as Multicloud Orchestrators.. Studies indicate that by 2022 multicloud models will reach 75% of the cloud computing market. To handle the high-featured set of computing capability on this paradigm, often called ""Sky Computing"", infrastructure tools such as cloud orchestrators has emerged. This paper analyzes the most referenced tools in the literature such as Cloudify, Heat, CloudFormation, Terraform and Cloud Assembly, as well as the TOSCA standard. The literature review, complemented by a practical experiment, revealed that Terraform and Cloudify presents great affinity with Sky Computing scenarios. In the experiment Terraform outperformed Cloudify in several aspects",Performance Comparison of Terraform and Cloudify as Multicloud Orchestrators.,CCGRID,2020,10.1109/ccgrid49817.2020.00-55,Leonardo Rebouças de Carvalho (Universidade de Brasília); Aletéia Araújo (Universidade de Brasília)
10.1109/ccgrid49817.2020.00-54,"Cross Architectural Power Modelling.. Existing power modelling research focuses on the model rather than the process for developing models. An automated power modelling process that can be deployed on different processors for developing power models with high accuracy is developed. For this, (i) an automated hardware performance counter selection method that selects counters best correlated to power on both ARM and Intel processors, (ii) a noise filter based on clustering that can reduce the mean error in power models, and (iii) a two stage power model that surmounts challenges in using existing power models across multiple architectures are proposed and developed. The key results are: (i) the automated hardware performance counter selection method achieves comparable selection to the manual method reported in the literature, (ii) the noise filter reduces the mean error in power models by up to 55%, and (iii) the two stage power model can predict dynamic power with less than 8% error on both ARM and Intel processors, which is an improvement over classic models",Cross Architectural Power Modelling.,CCGRID,2020,10.1109/ccgrid49817.2020.00-54,Kai Chen (Queen's University Belfast); Peter Kilpatrick (Queen's University Belfast); Dimitrios S. Nikolopoulos (Virginia Tech); Blesson Varghese (Queen's University Belfast)
